,0,1,2,3
0,0.5501596122381259,-0.3325325284982792,-0.5915819847997911,0.08824316128881643
1,0.41306154422460545,-0.13477393573330032,0.4369744538680025,-0.10109026209674733
2,0.5584035196070852,-0.38879323197067545,-0.5622943124069884,0.4030704519812644
3,0.5010761960468995,-0.6916220238100007,-0.31436672615036604,0.452291137682764
4,-0.04780182472927732,-0.1507181456496112,0.21260749044569682,-0.6900389000462284
5,0.5687635163499553,-0.04281007284323779,-0.7660867948895315,-0.20734796879911782
6,-0.3263180982877588,-1.012721513630749,0.5150758579321081,0.44889656440089437
7,0.29806862201433376,-0.15144722750482623,-0.8770302415826772,-0.8014942626882743
8,0.6940051050489917,0.30592896264377334,0.18082687702477018,-0.14385038673625813
9,0.5209592460893678,0.6596328158559188,-0.3387595432657399,-0.10782434690601926
10,-0.4139540721114574,-0.515061632576931,0.43022544259246176,-0.1799614943177996
11,-0.4105700227429184,-0.29345153569111404,0.5332527692915435,0.013526746603753291
12,0.565621689633109,-0.4310299285121602,-0.4099460653747077,-0.4324266059912622
13,0.3772550260779141,-1.036316715243672,0.3428834505518699,-0.22460201554930986
14,0.25863624006781916,-0.5022457381953433,0.016544034293446728,-0.6121135024105391
15,0.6313112135151815,0.4088856476432123,0.2902784049296635,-0.0402884416558878
16,-0.11222883391995861,-0.9023549749250876,-0.14065210458479674,-0.3123206663826222
